Transaction Amount,Transaction Frequency,Geographic Location,Time of Transaction,Cardholder’s Purchase History,Merchant Category,CNP Transactions,Device Information,Velocity Checks,Failed Authentication Attempts,Card Expiration Date and CVV,International Transactions,Fraudulent
11.89,9,Local,Usual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
38.78,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
33.52,0,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
58.81,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
266.11,2,Local,Usual,Inconsistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
20.0,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Incorrect,No,False
51.31,3,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
95.61,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
292.91,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
14.29,2,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
249.95,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
8.45,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
65.54,2,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
60.62,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
23.52,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
42.69,5,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
60.54,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
200.4,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
310.25,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
365.85,9,Local,Usual,Inconsistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
204.1,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
93.69,2,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
42.94,0,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
21.59,3,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
53.3,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
73.99,4,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Incorrect,No,False
4.55,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.76,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,Yes,False
91.68,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
25.49,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
181.6,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
197.95000000000002,2,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,Normal,None,Correct,Yes,True
11.07,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.72,2,Local,Usual,Consistent,Low Risk,No,Known,High,Multiple,Correct,No,False
1383.3000000000002,1,Foreign,Usual,Inconsistent,High Risk,Yes,Known,Normal,Multiple,Correct,No,True
12.56,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
15.19,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
198.53,1,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
29.34,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
109.65,1,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,No,False
169.68,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
93.44,1,Foreign,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
315.8,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
123.4,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
11.96,3,Foreign,Unusual,Inconsistent,High Risk,No,Unknown,High,Multiple,Incorrect,No,True
81.74,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
126.65,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
161.93,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
2.67,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
126.9,3,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,No,False
174.69,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
686.85,1,Foreign,Unusual,Inconsistent,High Risk,No,Unknown,High,None,Incorrect,Yes,True
71.82,1,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
61.25,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
79.72,2,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
121.96,7,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
1281.3999999999999,4,Local,Unusual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,Yes,True
95.98,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
218.78,0,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
120.82,5,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
7.08,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
69.48,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,Multiple,Correct,Yes,False
33.76,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
33.57,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
43.99,2,Foreign,Usual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
37.79,3,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
86.42,2,Foreign,Usual,Consistent,High Risk,No,Known,High,None,Correct,Yes,True
115.08,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
31.3,1,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
13.9,2,Foreign,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
6.06,1,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
85.74,0,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
20.6,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
0.93,4,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,No,False
52.554,1,Local,Unusual,Inconsistent,High Risk,No,Unknown,High,None,Correct,Yes,True
77.03,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
9.7,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
37.02,2,Foreign,Unusual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
2043.25,7,Local,Unusual,Consistent,High Risk,Yes,Known,High,None,Correct,Yes,True
59.53,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
4.34,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
12.5,6,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
48.07,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
216.74,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
16.02,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
173.72,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
1.51,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
61.14,0,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
103.39,1,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
6.23,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
95.39,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
288.96,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
17.47,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
130.79,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
93.93,4,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Incorrect,No,False
20.47,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
0.62,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
0.93,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
75.95,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
286.08,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
103.37,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
125.28,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
68.1,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
87.2,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
13.51,4,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
209.41,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
143.04,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
631.94,2,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
7.068000000000001,2,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
25.75,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
13.37,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
333.01,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
151.82,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
18.19,3,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
80.45,1,Foreign,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
53.4,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
16.43,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,Multiple,Correct,No,False
17.68,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
330.96,2,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
36.38,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
283.77,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
7.86,2,Local,Unusual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,False
61.77,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
13.88,5,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
0.48,1,Local,Unusual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
80.69,3,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
12.09,4,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
128.02,6,Local,Unusual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
598.85,2,Foreign,Unusual,Inconsistent,High Risk,No,Known,Normal,None,Correct,Yes,True
19.4,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
284.29,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
127.67,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
35.38,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
123.52,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
131.65,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
41.89,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
47.09,5,Local,Unusual,Inconsistent,Low Risk,No,Known,High,None,Correct,No,False
44.49,0,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
95.87,4,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
230.67,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
19.02,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
208.1,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
14.0,2,Foreign,Unusual,Consistent,High Risk,No,Unknown,High,Multiple,Correct,Yes,True
107.98,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
53.52,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
156.68,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
127.73,5,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,High,None,Correct,No,True
65.41,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
103.24,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
69.67,4,Foreign,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
